sizing_config,split_id,test_start,test_end,days,spy_return,our_return,our_minus_spy,spy_max_drawdown,our_max_drawdown,avg_abs_position,avg_net_position,long_day_rate,short_day_rate,cash_day_rate,turnover,transaction_cost,short_borrow_cost,winner
fractional_quarter_20bp_edge,1,2018-10-16,2019-04-15,124,0.04543479073578616,0.09033892931103904,0.04490413857525288,-0.16120999241903322,-0.11658683947549653,0.9173387096774194,-0.046370967741935484,0.4596774193548387,0.5161290322580645,0.024193548387096774,35.0,0.0035,0.0005927579365079365,our_model
fractional_quarter_20bp_edge,2,2019-04-16,2019-10-15,127,0.038172231492216824,0.041818484986399174,0.00364625349418235,-0.06618365702175977,-0.06618365702175932,0.9862204724409449,0.9862204724409449,1.0,0.0,0.0,3.25,0.00032500000000000004,0.0,our_model
fractional_quarter_20bp_edge,3,2019-10-16,2020-04-15,125,-0.05455269717552913,0.4794685404250736,0.5340212376006027,-0.33717262742332,-0.232863066552357,0.966,-0.834,0.08,0.912,0.008,22.75,0.002275,0.0011160714285714287,our_model
fractional_quarter_20bp_edge,4,2020-04-16,2020-10-15,128,0.25479976125070136,0.21538252841024375,-0.03941723284045762,-0.09440438875248791,-0.06989512189093672,0.90234375,0.51953125,0.7578125,0.2109375,0.03125,39.5,0.00395,0.00024305555555555555,SPY
fractional_quarter_20bp_edge,5,2020-10-16,2021-04-15,124,0.21054748956325064,0.03266349324813089,-0.17788399631511975,-0.0556425622365041,-0.11348010405428754,0.905241935483871,-0.018145161290322582,0.4838709677419355,0.47580645161290325,0.04032258064516129,50.0,0.005,0.000567956349206349,SPY
fractional_quarter_20bp_edge,6,2021-04-16,2021-10-15,128,0.07868080621323292,0.08558086588289004,0.0069000596696571215,-0.051141231875642124,-0.051141231875641235,0.96484375,0.9296875,0.96875,0.03125,0.0,15.5,0.00155,2.232142857142857e-05,our_model
fractional_quarter_20bp_edge,7,2021-10-18,2022-04-14,125,-0.014123504276864707,0.03502493623199898,0.04914844050886369,-0.12865546428446328,-0.12204766294892022,0.878,0.354,0.664,0.304,0.032,33.5,0.00335,0.00032490079365079367,our_model
fractional_quarter_20bp_edge,8,2022-04-18,2022-10-14,126,-0.15538071876196446,0.3516006649280565,0.506981383690021,-0.19204729108991025,-0.12605573283239646,0.9702380952380952,-0.6130952380952381,0.1984126984126984,0.8015873015873016,0.0,25.0,0.0025,0.0009895833333333334,our_model
fractional_quarter_20bp_edge,9,2022-10-17,2023-04-14,124,0.1379637095628743,0.06890174810417005,-0.06906196145870425,-0.07538750754385104,-0.13120562207218123,0.9838709677419355,0.38306451612903225,0.6854838709677419,0.3064516129032258,0.008064516129032258,11.0,0.0010999999999999998,0.0003695436507936508,SPY
fractional_quarter_20bp_edge,10,2023-04-17,2023-10-13,126,0.06103187577942748,0.07760831111165611,0.016576435332228634,-0.07582731851581215,-0.027784373483666247,0.8630952380952381,-0.25992063492063494,0.35714285714285715,0.626984126984127,0.015873015873015872,39.75,0.003975,0.0007018849206349208,our_model
fractional_quarter_20bp_edge,11,2023-10-16,2024-04-15,125,0.16306371015310295,0.24916432932409838,0.08610061917099543,-0.05811644341141653,-0.019887311235374683,0.954,0.814,0.912,0.08,0.008,18.5,0.0018500000000000003,8.680555555555556e-05,our_model
fractional_quarter_20bp_edge,12,2024-04-16,2024-10-15,127,0.16372494447839836,-0.0304802607304121,-0.19420520520881046,-0.08405608805215348,-0.08405608805215359,0.9133858267716536,0.03543307086614173,0.5039370078740157,0.4645669291338583,0.031496062992125984,25.75,0.002575,0.0005530753968253967,SPY
fractional_quarter_20bp_edge,13,2024-10-16,2025-04-15,124,-0.09150654141545045,-0.11629603508674713,-0.02478949367129668,-0.18755234489427275,-0.18755234489427286,0.9475806451612904,0.7701612903225806,0.8709677419354839,0.10483870967741936,0.024193548387096774,21.5,0.00215,0.00010912698412698413,SPY
fractional_quarter_20bp_edge,14,2025-04-16,2025-10-15,126,0.2639920319541349,-0.03354147881311109,-0.297533510767246,-0.02984653787017788,-0.08437899309505503,0.8948412698412699,-0.06547619047619048,0.46825396825396826,0.5158730158730159,0.015873015873015872,42.5,0.00425,0.0006001984126984127,SPY
fractional_quarter_20bp_edge,15,2025-10-16,2026-04-15,124,0.0681388808388852,0.09357116908392893,0.025432288245043733,-0.08884968175523811,-0.08577380838039161,0.967741935483871,0.7016129032258065,0.8467741935483871,0.13709677419354838,0.016129032258064516,16.5,0.00165,0.00016369047619047618,our_model
fractional_quarter_20bp_edge,16,2026-04-16,2026-07-02,54,0.07403367927861226,0.07451775559882101,0.00048407632020874836,-0.04494652583696368,-0.04494652583696368,0.9953703703703703,0.9953703703703703,1.0,0.0,0.0,0.5,5e-05,0.0,our_model
fractional_quarter_30bp_edge,1,2018-10-16,2019-04-15,124,0.04543479073578616,0.09755635751706127,0.05212156678127511,-0.16120999241903322,-0.10462236237680145,0.8548387096774194,-0.04032258064516129,0.4596774193548387,0.5080645161290323,0.03225806451612903,35.0,0.0035,0.000550595238095238,our_model
fractional_quarter_30bp_edge,2,2019-04-16,2019-10-15,127,0.038172231492216824,0.048605558522217596,0.010433327030000772,-0.06618365702175977,-0.06618365702175932,0.9665354330708661,0.9665354330708661,1.0,0.0,0.0,5.0,0.0005,0.0,our_model
fractional_quarter_30bp_edge,3,2019-10-16,2020-04-15,125,-0.05455269717552913,0.4428262879689393,0.49737898514446843,-0.33717262742332,-0.2328630665523569,0.944,-0.828,0.08,0.904,0.016,21.5,0.00215,0.001098710317460318,our_model
fractional_quarter_30bp_edge,4,2020-04-16,2020-10-15,128,0.25479976125070136,0.20731563912353468,-0.047484122127166684,-0.09440438875248791,-0.06989512189093683,0.873046875,0.513671875,0.7578125,0.2109375,0.03125,38.5,0.00385,0.00022817460317460316,SPY
fractional_quarter_30bp_edge,5,2020-10-16,2021-04-15,124,0.21054748956325064,0.023191405253622177,-0.18735608430962847,-0.0556425622365041,-0.11007660916132167,0.8528225806451613,-0.018145161290322582,0.46774193548387094,0.47580645161290325,0.056451612903225805,48.0,0.0048000000000000004,0.0005357142857142856,SPY
fractional_quarter_30bp_edge,6,2021-04-16,2021-10-15,128,0.07868080621323292,0.09017086238724659,0.011490056174013663,-0.051141231875642124,-0.051141231875641346,0.939453125,0.912109375,0.953125,0.03125,0.015625,14.75,0.0014750000000000002,1.736111111111111e-05,our_model
fractional_quarter_30bp_edge,7,2021-10-18,2022-04-14,125,-0.014123504276864707,0.0229720576868766,0.03709556196374131,-0.12865546428446328,-0.11871690551807945,0.84,0.368,0.664,0.288,0.048,36.75,0.003675,0.00029265873015873014,our_model
fractional_quarter_30bp_edge,8,2022-04-18,2022-10-14,126,-0.15538071876196446,0.31715357385790477,0.47253429261986923,-0.19204729108991025,-0.12605573283239646,0.9503968253968254,-0.6130952380952381,0.1984126984126984,0.7936507936507936,0.007936507936507936,24.0,0.0024000000000000002,0.0009771825396825396,our_model
fractional_quarter_30bp_edge,9,2022-10-17,2023-04-14,124,0.1379637095628743,0.05746598845754658,-0.08049772110532771,-0.07538750754385104,-0.13793251861712064,0.9758064516129032,0.3790322580645161,0.6854838709677419,0.29838709677419356,0.016129032258064516,11.0,0.0011,0.00036706349206349205,SPY
fractional_quarter_30bp_edge,10,2023-04-17,2023-10-13,126,0.06103187577942748,0.06236348521662016,0.0013316094371926823,-0.07582731851581215,-0.028054262111467,0.7936507936507936,-0.23412698412698413,0.3412698412698413,0.6031746031746031,0.05555555555555555,38.5,0.00385,0.000642361111111111,our_model
fractional_quarter_30bp_edge,11,2023-10-16,2024-04-15,125,0.16306371015310295,0.2282046860099265,0.06514097585682355,-0.05811644341141653,-0.02247597230057008,0.92,0.796,0.896,0.08,0.024,18.0,0.0018000000000000002,7.688492063492064e-05,our_model
fractional_quarter_30bp_edge,12,2024-04-16,2024-10-15,127,0.16372494447839836,-0.020461661315114732,-0.1841866057935131,-0.08405608805215348,-0.08405608805215381,0.8661417322834646,0.03937007874015748,0.49606299212598426,0.44881889763779526,0.05511811023622047,22.5,0.0022500000000000003,0.0005208333333333332,SPY
fractional_quarter_30bp_edge,13,2024-10-16,2025-04-15,124,-0.09150654141545045,-0.10813689624560086,-0.016630354830150407,-0.18755234489427275,-0.18755234489427353,0.907258064516129,0.7540322580645161,0.8709677419354839,0.10483870967741936,0.024193548387096774,20.0,0.002,9.424603174603175e-05,SPY
fractional_quarter_30bp_edge,14,2025-04-16,2025-10-15,126,0.2639920319541349,-0.041375019303275806,-0.3053670512574107,-0.02984653787017788,-0.08610514708936723,0.8194444444444444,-0.10515873015873016,0.4603174603174603,0.5158730158730159,0.023809523809523808,42.0,0.004200000000000001,0.0005778769841269841,SPY
fractional_quarter_30bp_edge,15,2025-10-16,2026-04-15,124,0.0681388808388852,0.08599936617083892,0.017860485331953724,-0.08884968175523811,-0.08577380838039128,0.9395161290322581,0.7016129032258065,0.8467741935483871,0.13709677419354838,0.016129032258064516,17.0,0.0017000000000000001,0.00014632936507936507,our_model
fractional_quarter_30bp_edge,16,2026-04-16,2026-07-02,54,0.07403367927861226,0.07500180619476704,0.0009681269161547768,-0.04494652583696368,-0.04494652583696368,0.9907407407407407,0.9907407407407407,1.0,0.0,0.0,1.0,0.0001,0.0,our_model
fractional_quarter_50bp_edge,1,2018-10-16,2019-04-15,124,0.04543479073578616,0.09719528333399352,0.051760492598207364,-0.16120999241903322,-0.10120214492064328,0.6975806451612904,0.024193548387096774,0.4596774193548387,0.5,0.04032258064516129,31.75,0.0031750000000000003,0.000414186507936508,our_model
fractional_quarter_50bp_edge,2,2019-04-16,2019-10-15,127,0.038172231492216824,0.04570414844469428,0.007531916952477458,-0.06618365702175977,-0.06618365702175977,0.8937007874015748,0.8937007874015748,1.0,0.0,0.0,8.0,0.0008,0.0,our_model
fractional_quarter_50bp_edge,3,2019-10-16,2020-04-15,125,-0.05455269717552913,0.2691694912096305,0.32372218838515965,-0.33717262742332,-0.2328630665523569,0.866,-0.786,0.08,0.904,0.016,19.75,0.001975,0.001024305555555556,our_model
fractional_quarter_50bp_edge,4,2020-04-16,2020-10-15,128,0.25479976125070136,0.1787255925419018,-0.07607416870879957,-0.09440438875248791,-0.06989512189093672,0.779296875,0.490234375,0.7265625,0.203125,0.0703125,31.5,0.00315,0.00018353174603174602,SPY
fractional_quarter_50bp_edge,5,2020-10-16,2021-04-15,124,0.21054748956325064,0.012885576173433888,-0.19766191338981676,-0.0556425622365041,-0.10337681924927733,0.7338709677419355,-0.04838709677419355,0.45161290322580644,0.47580645161290325,0.07258064516129033,41.0,0.0041,0.0004811507936507936,SPY
fractional_quarter_50bp_edge,6,2021-04-16,2021-10-15,128,0.07868080621323292,0.08953531075536136,0.01085450454212844,-0.051141231875642124,-0.05114123187564168,0.896484375,0.880859375,0.953125,0.0234375,0.0234375,14.0,0.0014000000000000002,9.92063492063492e-06,our_model
fractional_quarter_50bp_edge,7,2021-10-18,2022-04-14,125,-0.014123504276864707,0.012826923628020515,0.02695042790488522,-0.12865546428446328,-0.11873464034814951,0.742,0.366,0.64,0.288,0.072,35.5,0.00355,0.00023313492063492064,our_model
fractional_quarter_50bp_edge,8,2022-04-18,2022-10-14,126,-0.15538071876196446,0.24847716286624277,0.40385788162820724,-0.19204729108991025,-0.12605573283239646,0.9126984126984127,-0.6150793650793651,0.19047619047619047,0.7936507936507936,0.015873015873015872,23.5,0.00235,0.000954861111111111,our_model
fractional_quarter_50bp_edge,9,2022-10-17,2023-04-14,124,0.1379637095628743,0.030686074962737564,-0.10727763460013673,-0.07538750754385104,-0.1500703327667804,0.9536290322580645,0.37701612903225806,0.6854838709677419,0.29838709677419356,0.016129032258064516,12.0,0.0012000000000000001,0.0003546626984126984,SPY
fractional_quarter_50bp_edge,10,2023-04-17,2023-10-13,126,0.06103187577942748,0.05620570749887044,-0.004826168280557042,-0.07582731851581215,-0.02965833280506236,0.6904761904761905,-0.17063492063492064,0.3333333333333333,0.5873015873015873,0.07936507936507936,36.75,0.003675,0.0005381944444444443,SPY
fractional_quarter_50bp_edge,11,2023-10-16,2024-04-15,125,0.16306371015310295,0.2192328961047323,0.05616918595162934,-0.05811644341141653,-0.020183250643796447,0.862,0.766,0.896,0.08,0.024,19.5,0.00195,5.9523809523809524e-05,our_model
fractional_quarter_50bp_edge,12,2024-04-16,2024-10-15,127,0.16372494447839836,-0.008913464334152077,-0.17263840881255044,-0.08405608805215348,-0.07761324579072215,0.7736220472440944,0.04921259842519685,0.49606299212598426,0.4409448818897638,0.06299212598425197,23.25,0.0023250000000000002,0.00045634920634920627,SPY
fractional_quarter_50bp_edge,13,2024-10-16,2025-04-15,124,-0.09150654141545045,-0.11069126460595435,-0.019184723190503905,-0.18755234489427275,-0.19123282952076026,0.8366935483870968,0.7278225806451613,0.8709677419354839,0.10483870967741936,0.024193548387096774,22.5,0.0022500000000000003,6.69642857142857e-05,SPY
fractional_quarter_50bp_edge,14,2025-04-16,2025-10-15,126,0.2639920319541349,-0.045676891830672695,-0.3096689237848076,-0.02984653787017788,-0.08105183824134576,0.7043650793650794,-0.14484126984126985,0.4444444444444444,0.5,0.05555555555555555,39.5,0.00395,0.0005307539682539682,SPY
fractional_quarter_50bp_edge,15,2025-10-16,2026-04-15,124,0.0681388808388852,0.06749370054119952,-0.0006451802976856769,-0.08884968175523811,-0.08577380838039173,0.8850806451612904,0.6875,0.8467741935483871,0.13709677419354838,0.016129032258064516,18.0,0.0018,0.00012152777777777777,SPY
fractional_quarter_50bp_edge,16,2026-04-16,2026-07-02,54,0.07403367927861226,0.07548583106645079,0.0014521517878385293,-0.04494652583696368,-0.04494652583696357,0.9861111111111112,0.9861111111111112,1.0,0.0,0.0,1.5,0.00015000000000000001,0.0,our_model
threshold_ladder_5_20bp,1,2018-10-16,2019-04-15,124,0.04543479073578616,0.10556698573949563,0.06013219500370948,-0.16120999241903322,-0.10500733192323086,0.8951612903225806,-0.05241935483870968,0.4596774193548387,0.5080645161290323,0.03225806451612903,35.5,0.00355,0.0005828373015873015,our_model
threshold_ladder_5_20bp,2,2019-04-16,2019-10-15,127,0.038172231492216824,0.04677304444876462,0.008600812956547799,-0.06618365702175977,-0.06618365702175932,0.9763779527559056,0.9763779527559056,1.0,0.0,0.0,4.5,0.00045000000000000004,0.0,our_model
threshold_ladder_5_20bp,3,2019-10-16,2020-04-15,125,-0.05455269717552913,0.48287064238791366,0.5374233395634428,-0.33717262742332,-0.2328630665523569,0.958,-0.834,0.08,0.904,0.016,23.0,0.0023,0.0011111111111111113,our_model
threshold_ladder_5_20bp,4,2020-04-16,2020-10-15,128,0.25479976125070136,0.20663225531135687,-0.04816750593934449,-0.09440438875248791,-0.06989512189093672,0.890625,0.515625,0.7421875,0.2109375,0.046875,40.0,0.004,0.0002380952380952381,SPY
threshold_ladder_5_20bp,5,2020-10-16,2021-04-15,124,0.21054748956325064,0.021928201290282612,-0.18861928827296803,-0.0556425622365041,-0.11048936575885648,0.8850806451612904,-0.02620967741935484,0.4596774193548387,0.47580645161290325,0.06451612903225806,51.0,0.0051,0.000560515873015873,SPY
threshold_ladder_5_20bp,6,2021-04-16,2021-10-15,128,0.07868080621323292,0.08939285792424956,0.010712051711016635,-0.051141231875642124,-0.051141231875642235,0.953125,0.91796875,0.953125,0.03125,0.015625,16.5,0.00165,2.232142857142857e-05,our_model
threshold_ladder_5_20bp,7,2021-10-18,2022-04-14,125,-0.014123504276864707,0.0248103399424775,0.038933844219342206,-0.12865546428446328,-0.12325716837731904,0.856,0.364,0.64,0.288,0.072,36.5,0.00365,0.0003050595238095238,our_model
threshold_ladder_5_20bp,8,2022-04-18,2022-10-14,126,-0.15538071876196446,0.3437018837248327,0.49908260248679714,-0.19204729108991025,-0.12605573283239613,0.9583333333333334,-0.6051587301587301,0.19047619047619047,0.7936507936507936,0.015873015873015872,25.0,0.0025,0.0009771825396825396,our_model
threshold_ladder_5_20bp,9,2022-10-17,2023-04-14,124,0.1379637095628743,0.05663137122340811,-0.08133233833946618,-0.07538750754385104,-0.13793251861712064,0.9798387096774194,0.38306451612903225,0.6854838709677419,0.29838709677419356,0.016129032258064516,11.0,0.0011,0.00036706349206349205,SPY
threshold_ladder_5_20bp,10,2023-04-17,2023-10-13,126,0.06103187577942748,0.06795651522822221,0.006924639448794734,-0.07582731851581215,-0.029903100331594046,0.8253968253968254,-0.24206349206349206,0.3333333333333333,0.5952380952380952,0.07142857142857142,43.25,0.004325000000000001,0.0006671626984126983,our_model
threshold_ladder_5_20bp,11,2023-10-16,2024-04-15,125,0.16306371015310295,0.2513760776565843,0.08831236750348137,-0.05811644341141653,-0.019887311235375238,0.94,0.804,0.896,0.08,0.024,18.25,0.0018250000000000002,8.432539682539682e-05,our_model
threshold_ladder_5_20bp,12,2024-04-16,2024-10-15,127,0.16372494447839836,-0.01899941702193042,-0.18272436150032878,-0.08405608805215348,-0.0840560880521537,0.889763779527559,0.04330708661417323,0.49606299212598426,0.4409448818897638,0.06299212598425197,24.0,0.0024000000000000002,0.0005332341269841269,SPY
threshold_ladder_5_20bp,13,2024-10-16,2025-04-15,124,-0.09150654141545045,-0.11812857552372336,-0.026622034108272907,-0.18755234489427275,-0.18865523589829125,0.9375,0.7641129032258065,0.8709677419354839,0.10483870967741936,0.024193548387096774,22.0,0.0022,0.0001066468253968254,SPY
threshold_ladder_5_20bp,14,2025-04-16,2025-10-15,126,0.2639920319541349,-0.032530610159242856,-0.29652264211337775,-0.02984653787017788,-0.09098781849861415,0.8611111111111112,-0.08333333333333333,0.4603174603174603,0.5079365079365079,0.031746031746031744,45.5,0.00455,0.0005902777777777778,SPY
threshold_ladder_5_20bp,15,2025-10-16,2026-04-15,124,0.0681388808388852,0.08894658090408525,0.020807700065200052,-0.08884968175523811,-0.08577380838039117,0.9516129032258065,0.7016129032258065,0.8467741935483871,0.13709677419354838,0.016129032258064516,17.5,0.00175,0.00015376984126984128,our_model
threshold_ladder_5_20bp,16,2026-04-16,2026-07-02,54,0.07403367927861226,0.07500180619476704,0.0009681269161547768,-0.04494652583696368,-0.04494652583696368,0.9907407407407407,0.9907407407407407,1.0,0.0,0.0,1.0,0.0001,0.0,our_model
